lat_bin,lon_bin,time_slot,month,total_count,dominant_category,pred,conf,ok,p_violent,p_property,p_other,risk,city
32.64,-96.86,2,9,3,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,2,11,5,property,other,0.7028,False,0.1022,0.1949,0.7028,10.2,Dallas
32.64,-96.86,2,12,7,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,3,1,7,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,3,2,9,other,other,0.7668,True,0.0205,0.2127,0.7668,2.0,Dallas
32.64,-96.86,3,3,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,3,4,4,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,3,7,6,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,3,11,3,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,3,12,5,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.85000000000001,0,5,4,other,other,0.7028,True,0.1022,0.1949,0.7028,10.2,Dallas
32.64,-96.85000000000001,0,6,9,property,other,0.7225,False,0.0193,0.2582,0.7225,1.9,Dallas
32.64,-96.85000000000001,0,11,3,violent,other,0.7225,False,0.0193,0.2582,0.7225,1.9,Dallas
32.64,-96.85000000000001,1,3,5,property,other,0.7225,False,0.0193,0.2582,0.7225,1.9,Dallas
32.64,-96.85000000000001,1,6,3,property,other,0.7028,False,0.1022,0.1949,0.7028,10.2,Dallas
32.64,-96.85000000000001,1,7,3,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.85000000000001,1,9,3,property,other,0.7206,False,0.0194,0.2599,0.7206,1.9,Dallas
32.64,-96.85000000000001,1,11,3,violent,other,0.7028,False,0.1022,0.1949,0.7028,10.2,Dallas
32.64,-96.85000000000001,2,3,4,other,other,0.7225,True,0.0193,0.2582,0.7225,1.9,Dallas
32.64,-96.85000000000001,2,4,3,property,other,0.7206,False,0.0194,0.2599,0.7206,1.9,Dallas
32.64,-96.85000000000001,2,6,3,property,other,0.7225,False,0.0193,0.2582,0.7225,1.9,Dallas
32.64,-96.85000000000001,2,8,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.85000000000001,2,11,4,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.85000000000001,2,12,4,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.85000000000001,3,3,5,other,other,0.7028,True,0.1022,0.1949,0.7028,10.2,Dallas
32.64,-96.85000000000001,3,8,4,other,other,0.7028,True,0.1022,0.1949,0.7028,10.2,Dallas
32.64,-96.85000000000001,3,9,7,property,other,0.7028,False,0.1022,0.1949,0.7028,10.2,Dallas
32.64,-96.84,0,2,3,violent,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.84,0,3,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.84,0,4,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.84,0,5,4,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.84,0,11,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.84,0,12,6,other,other,0.7668,True,0.0205,0.2127,0.7668,2.0,Dallas
32.64,-96.84,1,12,5,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.84,2,1,4,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.84,2,2,6,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.84,2,3,7,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.84,2,4,5,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
